price,levy,brand,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,type,drive_wheels,doors,wheel,color,airbags,car_age
1912100,531,hyundai,sedan,yes,petrol,1.6,121362,4.0,automatic,front,4,left,black,4,12
1881700,639,ford,sedan,yes,petrol,2.0,151846,4.0,automatic,front,4,left,grey,0,10
2665700,1301,bmw,sedan,yes,petrol,4.4,84909,8.0,automatic,rear,4,left,black,0,10
1406200,966,hyundai,coupe,yes,petrol,2.0,119021,4.0,automatic,front,4,left,grey,4,15
4769400,765,hyundai,sedan,yes,petrol,2.0,51115,4.0,automatic,front,4,left,grey,4,9
1317200,765,ford,hatchback,no,petrol,2.0,217600,4.0,automatic,front,4,left,white,8,9
2038500,650,chevrolet,sedan,no,petrol,1.4,13120,4.0,automatic,front,4,left,white,12,8
8310700,917,mercedes-benz,jeep,yes,diesel,3.0,99000,6.0,automatic,4x4,4,left,grey,12,11
1521000,586,toyota,hatchback,yes,hybrid,1.8,72288,4.0,automatic,front,4,left,red,7,12
141100,1624,mercedes-benz,sedan,yes,diesel,3.5,266061,6.0,automatic,4x4,4,left,black,12,15
658600,746,toyota,hatchback,yes,hybrid,1.5,173213,4.0,automatic,front,4,left,white,12,15
2289400,1273,mercedes-benz,jeep,yes,diesel,3.5,79080,6.0,automatic,4x4,4,left,grey,12,9
1207400,1537,toyota,jeep,yes,hybrid,3.3,420550,6.0,automatic,4x4,4,left,blue,12,15
18800,308,toyota,hatchback,yes,hybrid,1.8,146019,4.0,automatic,front,4,left,white,12,10
21639100,781,mercedes-benz,jeep,yes,petrol,5.5,54000,8.0,automatic,4x4,4,left,black,12,11
2320700,1324,hyundai,sedan,yes,petrol,3.3,194404,4.0,automatic,front,4,left,black,4,14
1329700,707,hyundai,sedan,yes,petrol,2.0,149000,4.0,automatic,front,4,left,silver,4,13
1254400,645,hyundai,sedan,no,petrol,1.8,152000,4.0,automatic,front,4,left,silver,8,13
2195300,781,toyota,sedan,no,petrol,2.5,102088,4.0,automatic,front,4,left,grey,0,12
600,781,bmw,coupe,no,petrol,2.5,999999,6.0,manual,rear,2,left,white,0,23
94100,639,hyundai,sedan,yes,petrol,2.0,122566,4.0,automatic,front,4,left,silver,12,10
4221800,1091,hyundai,minivan,yes,diesel,2.5,48800,4.0,automatic,front,4,left,silver,4,8
1700000,1195,mercedes-benz,minivan,no,diesel,2.2,198700,4.0,manual,rear,2,left,white,6,16
47000,761,toyota,jeep,yes,hybrid,1.8,408997,4.0,automatic,front,4,left,white,12,14
1787600,1077,toyota,jeep,yes,petrol,2.0,29541,4.0,automatic,front,4,left,blue,12,5
2883000,707,hyundai,jeep,yes,diesel,2.0,144166,4.0,automatic,front,4,left,black,4,13
3292900,781,toyota,sedan,no,hybrid,2.5,140000,4.0,automatic,front,4,left,blue,12,8
9408000,781,bmw,jeep,yes,diesel,2.0,260000,4.0,automatic,4x4,4,left,black,12,10
2352100,1083,chevrolet,coupe,no,petrol,3.6,155253,6.0,manual,rear,2,left,black,12,11
1097600,473,chevrolet,sedan,no,petrol,1.4,147200,4.0,manual,front,4,left,red,8,10
5000,781,toyota,hatchback,no,hybrid,1.5,150000,6.0,automatic,rear,4,right,white,0,11
54900,1077,toyota,jeep,yes,petrol,2.0,24339,4.0,automatic,front,4,left,blue,12,5
4105500,891,hyundai,jeep,yes,diesel,2.0,123178,4.0,automatic,front,4,left,blue,4,8
266600,382,ford,sedan,yes,hybrid,2.0,100747,4.0,automatic,front,4,left,green,0,9
2352100,1024,toyota,jeep,yes,petrol,2.5,109534,4.0,automatic,4x4,4,left,white,10,14
31400,862,ford,jeep,yes,hybrid,2.5,130306,4.0,automatic,4x4,4,left,green,0,13
3167500,1817,toyota,sedan,yes,petrol,3.5,1669,6.0,automatic,4x4,4,left,black,12,4
501800,779,toyota,sedan,yes,hybrid,2.5,190549,4.0,automatic,front,4,left,black,12,11
54900,1190,toyota,sedan,yes,petrol,4.0,238203,6.0,automatic,4x4,4,left,grey,12,10
2038500,1211,mercedes-benz,sedan,no,petrol,3.0,146000,6.0,automatic,4x4,4,left,white,0,14
2352100,585,toyota,hatchback,yes,hybrid,1.8,161600,4.0,automatic,front,4,left,red,16,11
329300,1202,hyundai,sedan,yes,petrol,2.4,97614,4.0,automatic,front,4,left,blue,12,7
4454500,877,hyundai,jeep,yes,diesel,1.7,130039,4.0,automatic,front,4,left,white,4,7
2822500,1172,mercedes-benz,sedan,yes,petrol,3.5,92500,6.0,automatic,rear,4,left,black,12,13
2412300,836,hyundai,jeep,yes,diesel,2.0,164578,4.0,automatic,front,4,left,grey,4,14
4861000,781,bmw,sedan,yes,petrol,2.0,80000,6.0,automatic,rear,4,left,silver,0,10
2414800,530,ford,jeep,yes,petrol,1.6,97396,4.0,automatic,4x4,4,left,black,12,11
1787600,584,toyota,sedan,yes,petrol,1.8,66239,4.0,automatic,front,4,left,white,8,10
1379900,1275,hyundai,sedan,yes,petrol,2.4,22832,4.0,automatic,4x4,4,left,blue,12,5
4400000,781,mercedes-benz,sedan,yes,diesel,3.0,223000,6.0,automatic,4x4,4,left,black,12,15
10000,781,toyota,sedan,yes,petrol,2.5,4000,6.0,automatic,4x4,4,left,black,6,8
109800,394,toyota,sedan,yes,hybrid,2.5,398069,4.0,automatic,front,4,left,black,12,10
2006800,843,chevrolet,jeep,yes,diesel,2.2,63116,4.0,automatic,front,4,left,silver,4,9
2163900,1058,mercedes-benz,sedan,yes,petrol,3.5,149000,6.0,automatic,4x4,4,left,blue,6,12
3261500,1077,mercedes-benz,sedan,yes,petrol,2.0,15235,4.0,automatic,rear,4,left,blue,12,5
627200,781,mercedes-benz,minivan,no,diesel,2.3,5555551,4.0,manual,front,2,left,white,1,25
7369800,781,bmw,sedan,yes,petrol,3.0,130000,6.0,automatic,rear,4,left,white,0,11
1568100,1077,toyota,jeep,yes,petrol,2.0,18950,4.0,automatic,front,4,left,black,12,5
94100,308,toyota,hatchback,yes,hybrid,1.8,270410,4.0,automatic,front,4,left,white,12,10
39200,521,chevrolet,hatchback,yes,hybrid,1.4,140171,4.0,automatic,front,4,left,silver,12,13
570000,781,mercedes-benz,sedan,no,petrol,1.6,0,4.0,automatic,front,4,right,black,4,23
1881700,609,toyota,sedan,yes,hybrid,2.5,35058,4.0,automatic,front,4,left,white,12,6
1755900,1017,hyundai,sedan,yes,petrol,2.0,66000,4.0,automatic,front,4,left,silver,12,7
266600,1018,mercedes-benz,jeep,yes,diesel,3.0,0,6.0,automatic,4x4,4,left,black,12,13
1335000,781,toyota,sedan,no,hybrid,1.5,1000,4.0,automatic,front,4,right,white,6,11
925200,919,mercedes-benz,sedan,yes,diesel,3.0,171221,6.0,automatic,rear,4,left,black,12,12
1129000,781,toyota,sedan,yes,hybrid,1.5,168000,4.0,automatic,front,4,left,black,2,18
1411300,781,toyota,sedan,no,hybrid,1.8,243200,4.0,automatic,front,4,left,silver,6,14
548800,1282,chevrolet,jeep,yes,diesel,2.0,68417,4.0,automatic,front,4,left,silver,4,17
5534300,891,hyundai,sedan,yes,petrol,2.0,41891,4.0,automatic,front,4,left,grey,4,8
1662100,781,toyota,sedan,no,hybrid,2.5,177000,4.0,automatic,front,4,left,black,10,12
2101200,781,toyota,hatchback,no,hybrid,1.8,55000,4.0,automatic,front,4,left,grey,12,11
3763300,781,toyota,minivan,yes,petrol,3.5,184960,6.0,automatic,front,4,left,green,10,14
360700,781,toyota,sedan,yes,hybrid,2.5,156518,4.0,automatic,front,4,left,white,12,12
1944400,891,hyundai,sedan,no,petrol,2.0,44293,8.0,automatic,front,4,left,silver,8,8
109800,394,toyota,sedan,yes,hybrid,2.5,398069,4.0,automatic,front,4,left,black,12,10
1003600,761,toyota,hatchback,no,hybrid,1.8,119000,4.0,automatic,front,4,left,red,8,14
2423900,502,toyota,hatchback,yes,petrol,1.5,63000,4.0,automatic,front,4,left,blue,4,11
3989100,770,hyundai,jeep,yes,diesel,1.7,137445,4.0,automatic,front,4,left,black,4,8
1348500,781,toyota,hatchback,no,petrol,1.5,291200,4.0,automatic,front,4,left,white,8,16
149000,1058,toyota,jeep,yes,hybrid,3.5,363059,6.0,automatic,4x4,4,left,white,12,12
830000,781,bmw,sedan,no,petrol,2.2,158000,6.0,automatic,rear,4,right,silver,4,21
2163900,831,hyundai,sedan,yes,petrol,1.6,16687,4.0,automatic,front,4,left,grey,4,7
4955000,1055,mercedes-benz,jeep,yes,petrol,3.5,97400,6.0,automatic,4x4,4,left,black,12,11
25100,753,hyundai,sedan,yes,hybrid,2.4,259184,4.0,automatic,front,4,left,silver,12,12
3822900,877,hyundai,jeep,yes,diesel,1.7,150377,4.0,automatic,front,4,left,white,4,7
1034900,781,bmw,sedan,yes,petrol,3.0,280000,6.0,automatic,rear,4,left,silver,8,21
47000,1058,mercedes-benz,coupe,yes,petrol,3.5,161808,6.0,automatic,rear,2,left,black,12,12
1608800,836,hyundai,coupe,yes,petrol,2.0,100000,4.0,automatic,front,4,left,grey,4,14
3136100,1624,mercedes-benz,coupe,yes,petrol,3.5,87985,6.0,automatic,rear,2,left,white,12,15
62700,1405,bmw,sedan,yes,petrol,3.0,171382,6.0,automatic,4x4,4,left,black,0,15
4076900,781,bmw,jeep,yes,diesel,3.0,162000,6.0,automatic,4x4,4,left,black,0,16
25000,781,toyota,jeep,no,diesel,3.0,0,6.0,automatic,4x4,4,left,white,12,5
1881700,779,toyota,sedan,yes,petrol,2.5,176000,6.0,automatic,front,4,left,black,6,11
18800,1659,toyota,jeep,yes,petrol,5.7,101928,8.0,automatic,4x4,4,left,black,12,10
47000,761,toyota,jeep,yes,hybrid,1.8,408997,4.0,automatic,front,4,left,white,12,14
407700,1055,ford,jeep,yes,petrol,3.5,122128,6.0,automatic,front,4,left,grey,12,11
2132600,308,toyota,sedan,yes,hybrid,1.8,74000,4.0,automatic,front,4,left,grey,6,10
1662100,530,hyundai,sedan,yes,petrol,1.6,114000,4.0,automatic,front,2,left,black,8,11
1882600,531,hyundai,sedan,yes,petrol,1.6,120334,4.0,automatic,front,4,left,silver,4,12
3290400,640,hyundai,jeep,yes,diesel,2.0,224077,4.0,automatic,front,4,left,white,4,11
1850300,473,chevrolet,sedan,yes,petrol,1.4,91200,4.0,automatic,front,4,left,white,12,10
2842300,730,chevrolet,jeep,yes,diesel,1.6,66603,4.0,automatic,front,4,left,white,4,8
1881700,781,bmw,sedan,yes,petrol,4.5,224000,8.0,automatic,rear,4,left,black,8,21
70600,585,toyota,hatchback,yes,hybrid,1.8,105328,4.0,automatic,front,4,left,white,12,11
1129000,2377,toyota,jeep,yes,petrol,5.7,54875,8.0,automatic,rear,4,left,grey,12,8
1348500,781,bmw,sedan,yes,petrol,3.0,199200,6.0,automatic,rear,4,left,black,5,20
846700,994,toyota,hatchback,yes,hybrid,1.8,0,4.0,automatic,front,4,left,grey,10,16
1568100,781,bmw,coupe,yes,petrol,3.0,185000,6.0,automatic,4x4,2,left,white,6,15
752700,583,chevrolet,sedan,yes,petrol,1.6,43221,4.0,automatic,front,4,left,white,4,13
156800,1493,mercedes-benz,sedan,yes,diesel,3.5,77205,6.0,automatic,rear,4,left,grey,12,8
2430200,640,chevrolet,jeep,yes,diesel,2.0,118103,4.0,automatic,front,4,left,grey,4,11
650000,1268,toyota,hatchback,no,hybrid,1.5,382000,4.0,automatic,front,4,right,white,2,12
172500,1091,ford,sedan,yes,petrol,2.5,70344,4.0,automatic,front,4,left,white,12,8
501800,431,hyundai,sedan,yes,hybrid,2.0,71218,4.0,automatic,front,4,left,black,0,8
486100,1024,toyota,jeep,yes,petrol,2.5,320704,4.0,automatic,front,4,left,silver,12,14
1662100,781,mercedes-benz,minivan,no,diesel,2.2,188000,4.0,manual,rear,4,right,white,2,18
1109900,966,chevrolet,sedan,yes,diesel,2.0,158267,4.0,automatic,front,4,left,white,4,15
86200,333,ford,sedan,yes,hybrid,2.0,186048,4.0,automatic,front,4,left,black,0,10
5488200,781,mercedes-benz,sedan,yes,petrol,4.7,100000,8.0,automatic,rear,4,left,black,12,12
2258000,781,toyota,jeep,no,diesel,3.0,434000,4.0,manual,4x4,4,left,white,2,23
2101200,308,toyota,hatchback,no,hybrid,1.5,114000,4.0,automatic,front,4,left,white,12,9
3747600,891,hyundai,jeep,yes,diesel,2.0,185011,4.0,automatic,front,4,left,white,4,8
219500,585,hyundai,sedan,yes,petrol,1.8,141603,4.0,automatic,front,4,left,blue,12,11
2195300,781,toyota,sedan,yes,petrol,2.5,114000,4.0,automatic,front,4,left,silver,12,12
658600,259,chevrolet,hatchback,yes,hybrid,1.4,112123,4.0,automatic,front,4,left,silver,0,10
2195300,781,mercedes-benz,jeep,yes,petrol,4.7,198400,8.0,automatic,4x4,4,left,black,0,18
39200,779,toyota,sedan,yes,hybrid,2.5,232032,4.0,automatic,front,4,left,silver,12,11
15700,353,toyota,hatchback,yes,hybrid,1.8,104978,4.0,automatic,front,4,left,grey,12,9
1756200,781,ford,jeep,yes,hybrid,2.3,240000,4.0,automatic,4x4,4,left,black,4,16
39200,779,toyota,sedan,yes,hybrid,2.5,232032,4.0,automatic,front,4,left,silver,12,11
1034900,836,hyundai,sedan,yes,petrol,2.0,90000,4.0,automatic,front,4,left,grey,4,14
980000,790,chevrolet,sedan,yes,petrol,1.6,219236,4.0,automatic,front,4,left,black,4,15
8948200,1176,hyundai,jeep,yes,diesel,2.2,69852,4.0,automatic,front,4,left,grey,4,5
39200,986,toyota,sedan,yes,hybrid,2.4,277840,4.0,automatic,front,4,left,white,12,14
611500,1249,toyota,sedan,yes,petrol,2.5,89064,4.0,automatic,front,4,left,white,12,7
784000,781,bmw,sedan,yes,petrol,2.8,455855,6.0,manual,rear,4,left,black,6,27
2958600,639,hyundai,jeep,yes,diesel,2.0,153935,4.0,automatic,front,4,left,black,4,10
4810800,765,hyundai,jeep,yes,diesel,2.0,119038,4.0,automatic,front,4,left,grey,4,9
1066300,1236,toyota,hatchback,yes,petrol,1.3,150000,4.0,automatic,front,4,right,white,12,13
12500,1750,toyota,jeep,yes,hybrid,3.3,287274,6.0,automatic,4x4,4,left,white,12,16
101900,1104,bmw,jeep,yes,diesel,3.0,196614,6.0,automatic,4x4,4,left,black,0,9
39200,761,toyota,hatchback,yes,hybrid,1.8,454699,4.0,automatic,front,4,left,black,12,14
3124800,640,hyundai,jeep,yes,diesel,2.0,89461,4.0,automatic,front,4,left,grey,4,11
2417600,501,toyota,hatchback,yes,petrol,1.5,28000,4.0,automatic,front,4,left,blue,4,10
2132600,779,toyota,sedan,yes,petrol,2.5,121600,4.0,automatic,front,4,left,blue,6,11
1550000,2266,toyota,hatchback,no,hybrid,1.5,7000,4.0,automatic,front,4,right,white,6,6
18800,289,ford,sedan,yes,hybrid,0.4,209843,4.0,automatic,front,4,left,grey,0,16
101900,765,mercedes-benz,sedan,yes,petrol,2.0,74939,4.0,automatic,front,4,left,grey,12,9
1034900,781,toyota,hatchback,no,petrol,1.0,192000,3.0,automatic,front,4,left,grey,2,18
5017800,781,bmw,sedan,yes,petrol,5.0,158400,10.0,automatic,rear,4,left,black,12,17
62700,1058,mercedes-benz,sedan,yes,diesel,3.5,318285,6.0,automatic,4x4,4,left,black,12,12
4704200,781,toyota,jeep,yes,diesel,3.0,170000,6.0,automatic,4x4,2,left,silver,12,16
1770000,781,ford,microbus,no,diesel,2.2,231000,4.0,manual,front,2,left,white,1,17
1881700,333,ford,sedan,yes,hybrid,2.0,204800,5.0,automatic,front,4,left,grey,6,10
25100,345,toyota,hatchback,yes,hybrid,1.5,296104,4.0,automatic,front,4,left,black,12,8
78400,1211,mercedes-benz,sedan,yes,petrol,3.0,202914,6.0,automatic,rear,4,left,grey,12,14
1445400,583,hyundai,hatchback,yes,petrol,1.6,188244,4.0,automatic,front,4,left,white,4,13
5358000,1017,hyundai,sedan,yes,petrol,2.0,30930,4.0,automatic,front,4,left,white,4,7
6769900,880,hyundai,sedan,yes,petrol,1.6,35950,4.0,automatic,front,4,left,black,4,6
1506300,836,hyundai,jeep,yes,diesel,2.0,57700,4.0,automatic,front,4,left,white,4,14
2822500,639,bmw,sedan,yes,petrol,2.0,56000,4.0,automatic,rear,4,left,white,0,10
39200,781,toyota,sedan,yes,hybrid,2.5,314373,4.0,automatic,front,4,left,grey,12,12
2944500,502,toyota,hatchback,yes,petrol,1.5,112200,4.0,automatic,front,4,left,white,4,11
1568100,781,hyundai,sedan,no,petrol,2.4,161210,6.0,automatic,front,4,left,blue,4,13
2822500,781,bmw,jeep,yes,diesel,3.0,221500,6.0,automatic,4x4,4,left,silver,6,17
2258000,779,toyota,sedan,yes,petrol,2.5,108000,4.0,automatic,front,4,left,silver,12,11
78400,1079,toyota,jeep,yes,petrol,2.0,25850,4.0,automatic,front,4,left,grey,12,6
3763300,1018,mercedes-benz,jeep,yes,diesel,3.0,111000,6.0,automatic,4x4,4,left,grey,12,13
862400,781,mercedes-benz,sedan,no,petrol,2.0,200000,4.0,manual,rear,4,left,blue,4,22
164600,1750,toyota,jeep,yes,hybrid,3.3,269162,6.0,automatic,4x4,4,left,silver,12,16
4000,781,toyota,hatchback,no,petrol,1.5,123000,4.0,automatic,front,4,left,white,2,11
313600,690,chevrolet,sedan,yes,petrol,1.5,238784,4.0,automatic,front,4,left,black,12,8
6585800,781,ford,coupe,yes,petrol,4.7,68800,8.0,automatic,front,2,left,red,2,59
156800,934,toyota,sedan,yes,petrol,2.5,173101,4.0,automatic,front,4,left,silver,12,9
164600,1399,mercedes-benz,sedan,yes,petrol,3.5,205968,6.0,automatic,4x4,4,left,white,12,14
3920100,1714,mercedes-benz,jeep,yes,petrol,3.5,95541,6.0,automatic,rear,4,left,black,0,7
2824100,642,hyundai,jeep,yes,diesel,2.0,162300,4.0,automatic,front,4,left,black,4,12
258700,530,ford,sedan,yes,petrol,1.6,209602,4.0,automatic,front,4,left,red,12,11
305800,919,bmw,sedan,yes,petrol,3.0,218429,6.0,automatic,4x4,4,left,black,12,12
1343800,584,chevrolet,sedan,yes,petrol,1.8,149621,4.0,automatic,front,4,left,silver,4,10
2832800,639,hyundai,jeep,yes,diesel,2.0,138451,4.0,automatic,front,4,left,white,4,10
2400000,919,bmw,jeep,yes,petrol,3.0,147718,12.0,automatic,4x4,4,left,grey,12,12
2446200,777,toyota,sedan,yes,petrol,2.5,74000,4.0,automatic,front,4,left,grey,0,10
2007100,345,toyota,hatchback,no,hybrid,1.5,131200,4.0,automatic,front,4,left,silver,6,8
2393500,640,hyundai,jeep,yes,diesel,2.0,170062,4.0,automatic,front,4,left,black,4,11
1097600,639,ford,sedan,no,petrol,2.0,54000,4.0,automatic,front,4,left,grey,4,10
1034900,915,bmw,jeep,yes,diesel,3.0,0,6.0,automatic,4x4,4,left,black,0,10
815400,781,bmw,sedan,no,petrol,2.2,217777,6.0,automatic,rear,4,right,silver,4,22
7198300,1077,hyundai,jeep,yes,diesel,2.0,10120,4.0,automatic,front,4,left,grey,4,5
39200,779,toyota,sedan,yes,hybrid,2.5,124184,4.0,automatic,front,4,left,silver,12,11
931400,893,hyundai,hatchback,yes,petrol,1.6,62337,4.0,automatic,front,4,left,black,4,16
3042000,781,toyota,sedan,yes,petrol,2.5,75000,4.0,automatic,front,4,left,white,12,12
2446200,777,toyota,sedan,yes,petrol,2.5,108000,4.0,automatic,front,4,left,black,10,10
940800,781,ford,jeep,yes,petrol,3.0,175430,6.0,automatic,front,4,left,black,2,23
1254400,781,bmw,sedan,yes,petrol,2.5,25000,6.0,automatic,rear,4,left,grey,0,21
4861000,781,mercedes-benz,sedan,yes,petrol,3.5,117700,6.0,automatic,4x4,4,left,black,8,10
10662700,1017,bmw,sedan,yes,petrol,2.0,22500,4.0,automatic,rear,4,left,grey,12,7
2588900,528,hyundai,sedan,yes,diesel,1.6,147966,4.0,automatic,front,4,left,white,4,10
39200,777,toyota,sedan,yes,petrol,2.5,312786,4.0,automatic,front,4,left,grey,12,10
1003600,781,bmw,coupe,no,petrol,2.0,164000,4.0,automatic,rear,2,left,silver,6,23
1114300,583,hyundai,sedan,yes,diesel,1.6,70560,4.0,automatic,front,4,left,white,4,13
1787600,781,bmw,sedan,yes,petrol,3.0,280000,6.0,automatic,4x4,4,left,white,12,16
548800,781,bmw,coupe,no,petrol,2.5,240000,6.0,manual,rear,2,left,black,0,30
1142200,790,hyundai,sedan,yes,petrol,1.6,133207,4.0,automatic,front,4,left,black,4,15
3410800,777,hyundai,minivan,yes,diesel,2.5,97010,4.0,automatic,front,4,left,grey,4,10
3700600,781,bmw,sedan,yes,petrol,2.0,54000,4.0,automatic,rear,4,left,black,12,10
1082000,1516,mercedes-benz,sedan,yes,petrol,1.8,197657,4.0,manual,rear,4,left,black,6,20
28852100,2269,bmw,sedan,yes,petrol,4.4,13500,8.0,automatic,4x4,4,left,black,0,6
47000,753,hyundai,sedan,yes,hybrid,2.4,202864,4.0,automatic,front,4,left,blue,0,12
1662100,475,chevrolet,sedan,no,hybrid,1.4,100000,4.0,automatic,front,4,left,silver,8,12
243000,919,mercedes-benz,jeep,yes,diesel,3.0,221312,6.0,automatic,4x4,4,left,blue,12,12
1272000,586,chevrolet,sedan,yes,petrol,1.8,163063,4.0,automatic,front,4,left,white,4,12
2352100,781,ford,microbus,no,diesel,2.5,123000,4.0,manual,rear,4,left,white,2,28
909500,1528,toyota,sedan,yes,hybrid,2.4,369600,4.0,automatic,rear,4,left,silver,12,17
10192300,781,mercedes-benz,jeep,yes,petrol,4.7,174400,8.0,automatic,4x4,4,left,white,12,9
1571800,687,hyundai,sedan,yes,petrol,1.6,115528,4.0,automatic,front,4,left,black,4,14
1097600,645,hyundai,sedan,no,petrol,1.8,820000,4.0,automatic,front,4,left,silver,6,13
18800,382,chevrolet,hatchback,yes,hybrid,1.5,125358,4.0,automatic,front,4,left,grey,0,7
47000,831,hyundai,jeep,yes,hybrid,2.4,278989,4.0,automatic,front,4,left,blue,0,13
1853100,583,hyundai,sedan,yes,petrol,1.6,163693,4.0,automatic,front,4,left,grey,4,13
2139500,629,hyundai,hatchback,yes,diesel,1.6,170000,4.0,automatic,front,4,left,white,4,9
548800,394,toyota,sedan,yes,hybrid,2.5,109798,4.0,automatic,front,4,left,white,12,10
2195300,781,ford,microbus,no,diesel,2.5,200000,4.0,manual,rear,4,left,white,2,17
1975700,765,ford,sedan,yes,petrol,2.0,66196,4.0,automatic,front,4,left,silver,8,9
1583700,640,ford,hatchback,yes,hybrid,2.0,72857,4.0,automatic,front,4,left,red,8,11
1908900,583,hyundai,sedan,yes,petrol,1.6,77483,4.0,automatic,front,4,left,silver,4,13
78400,1079,toyota,jeep,yes,petrol,2.0,25850,4.0,automatic,front,4,left,grey,12,6
960000,781,toyota,sedan,no,petrol,1.3,141000,4.0,automatic,front,4,right,grey,8,16
3534400,639,hyundai,jeep,yes,diesel,2.0,129927,4.0,automatic,front,4,left,black,4,10
3237700,640,hyundai,jeep,yes,diesel,2.0,195630,4.0,automatic,front,4,left,grey,4,11
2078600,642,hyundai,jeep,yes,diesel,2.0,139000,4.0,automatic,front,4,left,white,4,12
164600,1399,mercedes-benz,sedan,yes,petrol,3.5,205968,6.0,automatic,4x4,4,left,white,12,14
5000,781,toyota,sedan,yes,hybrid,1.5,10000,4.0,automatic,front,4,right,silver,4,10
2289400,781,toyota,sedan,yes,hybrid,1.8,37000,12.0,automatic,rear,4,left,red,0,10
4139700,781,mercedes-benz,sedan,yes,petrol,3.5,190000,6.0,automatic,rear,4,left,black,8,12
1260700,501,toyota,hatchback,yes,petrol,1.5,123000,4.0,automatic,front,4,left,white,4,10
188200,442,toyota,sedan,yes,hybrid,1.8,47672,4.0,automatic,front,4,left,white,12,7
1223100,730,hyundai,coupe,yes,petrol,1.6,42000,4.0,manual,front,4,left,red,0,8
1261700,583,hyundai,sedan,yes,petrol,1.6,75586,4.0,automatic,front,4,left,silver,4,13
3889400,639,hyundai,jeep,yes,diesel,2.0,147343,4.0,automatic,front,4,left,grey,4,10
15700,919,mercedes-benz,jeep,yes,diesel,3.0,145227,6.0,automatic,4x4,4,left,grey,12,12
31400,779,toyota,sedan,yes,hybrid,2.5,225510,4.0,automatic,front,4,left,white,12,11
172500,1172,mercedes-benz,sedan,yes,diesel,3.5,132630,6.0,automatic,rear,4,left,silver,12,13
1191700,761,chevrolet,sedan,yes,petrol,1.8,120000,4.0,automatic,front,4,left,black,6,14
1034900,1620,ford,microbus,no,diesel,2.2,171300,4.0,manual,front,4,left,white,2,18
2822500,781,toyota,sedan,no,hybrid,2.4,126400,4.0,automatic,front,4,left,black,12,11
4753700,877,hyundai,jeep,yes,diesel,1.7,60646,4.0,automatic,front,4,left,grey,4,7
1474000,781,toyota,hatchback,no,hybrid,1.5,144000,4.0,automatic,front,4,right,white,8,12
1824000,687,hyundai,sedan,yes,petrol,1.6,100230,4.0,automatic,front,4,left,black,4,14
70600,1850,mercedes-benz,sedan,yes,diesel,3.5,122874,6.0,automatic,rear,4,left,black,12,16
1912100,583,hyundai,sedan,yes,petrol,1.6,123593,4.0,automatic,front,4,left,silver,4,13
3669200,781,bmw,coupe,yes,petrol,2.0,94950,4.0,automatic,rear,2,left,black,12,10
141100,751,hyundai,sedan,yes,petrol,2.4,145568,4.0,automatic,front,4,left,black,12,11
2118100,642,hyundai,sedan,yes,petrol,2.0,118643,4.0,automatic,front,4,left,silver,4,12
2038500,779,toyota,jeep,no,petrol,2.5,94000,4.0,automatic,4x4,4,left,white,10,11
1568100,1017,hyundai,sedan,no,petrol,2.0,38000,4.0,automatic,front,4,left,white,8,7
624100,1282,chevrolet,jeep,yes,diesel,2.0,60280,4.0,automatic,front,4,left,silver,4,17
3920100,517,toyota,sedan,yes,hybrid,3.5,166560,6.0,automatic,4x4,4,left,black,12,10
486100,1058,mercedes-benz,sedan,yes,diesel,3.5,128202,6.0,automatic,rear,4,left,black,12,12
2081400,642,hyundai,jeep,yes,diesel,2.0,168462,4.0,automatic,front,4,left,black,4,12
4798900,891,hyundai,sedan,yes,petrol,2.0,43000,4.0,automatic,front,4,left,black,4,8
3700600,781,toyota,sedan,no,hybrid,2.4,101000,6.0,manual,front,4,left,black,8,8
39200,781,toyota,sedan,yes,hybrid,2.5,314373,4.0,automatic,front,4,left,grey,12,12
329300,1079,hyundai,sedan,yes,petrol,2.0,47200,4.0,automatic,front,4,left,grey,12,6
3606500,781,toyota,jeep,no,petrol,2.7,167000,4.0,automatic,4x4,4,left,black,8,19
1426900,1324,toyota,jeep,yes,hybrid,3.3,300366,6.0,automatic,4x4,4,left,blue,12,14
392000,353,toyota,hatchback,yes,hybrid,1.8,135042,4.0,automatic,front,4,left,black,12,9
2101200,779,toyota,sedan,yes,petrol,2.5,111232,4.0,automatic,front,4,left,white,10,11
4000,781,toyota,hatchback,no,hybrid,1.5,115200,4.0,automatic,front,4,left,white,4,10
3136100,781,hyundai,jeep,yes,petrol,2.4,66413,4.0,automatic,front,4,left,white,12,10
580200,1055,mercedes-benz,sedan,yes,diesel,3.5,107800,6.0,automatic,rear,4,left,grey,12,11
700000,781,mercedes-benz,sedan,no,petrol,2.0,0,4.0,manual,rear,4,left,blue,6,29
1034900,1268,toyota,hatchback,no,hybrid,1.5,161200,4.0,automatic,front,4,right,silver,6,12
1582500,836,hyundai,coupe,yes,petrol,2.0,81384,4.0,automatic,front,4,left,white,4,14
156800,1493,mercedes-benz,sedan,yes,diesel,3.5,77205,6.0,automatic,rear,4,left,grey,12,8
2412300,642,hyundai,jeep,yes,diesel,2.0,182000,4.0,automatic,front,4,left,grey,4,12
172500,1363,mercedes-benz,jeep,yes,diesel,4.6,180659,8.0,automatic,4x4,4,left,black,12,12
141100,584,hyundai,sedan,yes,petrol,1.8,207587,4.0,automatic,front,4,left,grey,12,10
